    PID    PPID STAT CMD
 395181       2 I    [kworker/16:0-events]
 395200       2 I    [kworker/6:0-cgroup_free]
 395204       2 I    [kworker/2:1-mm_percpu_wq]
 395262       2 I    [kworker/8:1-mm_percpu_wq]
 395323       2 I    [kworker/2:2-events]
 395347       2 I    [kworker/18:0-events]
 395359       2 I    [kworker/10:0-events]
 396825       2 I    [kworker/u96:13-flush-8:0]
 396834       2 I    [kworker/u96:22-events_power_efficient]
 396843       2 I    [kworker/22:0-events]
 396845       2 I    [kworker/1:2-events]
 396846       2 I    [kworker/5:0-events]
 396847       2 I    [kworker/7:0-events]
 396848       2 I    [kworker/8:0-events]
 396849       2 I    [kworker/9:0-events]
 396859       2 I    [kworker/23:2-mm_percpu_wq]
 396860       2 S    [irq/126-mei_me]
 396865       2 I    [kworker/u96:36-writeback]
 396952       2 S    [nvidia]
 397233       1 Ss   /usr/sbin/cupsd -l
 397342       1 Ssl  /usr/sbin/cups-browsed
 398141  397233 S    /usr/lib/cups/notifier/dbus dbus://
 398573       2 I    [kworker/0:11-rcu_gp]
 398600       2 I    [kworker/0:38-xfs-conv/sda2]
 398718    2818 Sl   gdm-session-worker [pam/gdm-password]
 398941       2 I    [kworker/15:3-cgroup_release]
 399052       2 I    [kworker/23:3-mm_percpu_wq]
 399082  398718 Ssl+ /usr/libexec/gdm-wayland-session /usr/bin/gnome-session --session=ubuntu
 399096  214763 Ss   /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
 399146  399082 Sl+  /usr/libexec/gnome-session-init-worker ubuntu
 399241  214763 SLsl /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
 399242  214763 Ssl  /usr/libexec/gnome-session-ctl --monitor
 399257  214763 Ssl  /usr/libexec/gvfsd
 399258  214763 Ssl  /snap/snapd-desktop-integration/387/usr/bin/user-session-helper /snap/snapd-desktop-integration/387/usr/bin/snapd-desktop-integration
 399269  214763 Sl   /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
 399272  214763 Ssl  /usr/libexec/gnome-session-service --session=ubuntu
 399297  214763 Ssl  /usr/libexec/xdg-document-portal
 399298  214763 SLsl /usr/bin/gnome-shell --mode=ubuntu
 399302  214763 Ssl  /usr/libexec/xdg-permission-store
 399309  399297 Ss   fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
 399373       2 S    [nvidia-drm/timeline-a8]
 399399  214763 Ssl  /usr/libexec/at-spi-bus-launcher
 399406  399399 S    /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
 399408  214763 Sl   /usr/libexec/at-spi2-registryd --use-gnome-session
 399429  214763 Sl   /usr/libexec/gnome-shell-calendar-server
 399437  214763 Ssl  /usr/libexec/evolution-source-registry
 399442  214763 Sl   /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
 399453  214763 Ssl  /usr/bin/ibus-daemon --panel disable
 399454  214763 Ssl  /usr/libexec/gsd-a11y-settings
 399455  214763 Ssl  /usr/libexec/gsd-color
 399464  214763 Ssl  /usr/libexec/gsd-datetime
 399469  214763 Ssl  /usr/libexec/gsd-housekeeping
 399470  214763 Ssl  /usr/libexec/gsd-keyboard
 399471  214763 Ssl  /usr/libexec/gsd-media-keys
 399473  214763 Ssl  /usr/libexec/gsd-power
 399475  214763 Ssl  /usr/libexec/gsd-print-notifications
 399477  214763 Ssl  /usr/libexec/gsd-rfkill
 399479  214763 Ssl  /usr/libexec/gsd-screensaver-proxy
 399489  214763 Ssl  /usr/libexec/gsd-sharing
 399493  214763 Ssl  /usr/libexec/gsd-smartcard
 399496  214763 Ssl  /usr/libexec/gsd-sound
 399500  214763 Ssl  /usr/libexec/gsd-usb-protection
 399507  214763 Ssl  /usr/libexec/gsd-wwan
 399513  214763 Sl   /usr/libexec/gsd-disk-utility-notify
 399520  214763 Sl   /usr/libexec/evolution-data-server/evolution-alarm-notify
 399568  214763 Sl   /usr/bin/update-notifier
 399619  214763 Sl   /usr/libexec/goa-daemon
 399630  214763 Sl   /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
 399634  399453 Sl   /usr/libexec/ibus-dconf
 399637  399453 Sl   /usr/libexec/ibus-extension-gtk3
 399640  214763 Sl   /usr/libexec/ibus-portal
 399679  214763 SNsl /usr/libexec/localsearch-3
 399681  214763 S<sl /usr/bin/pipewire
 399687  214763 S<sl /usr/bin/wireplumber
 399690  214763 S<sl /usr/bin/pipewire-pulse
 399693  214763 Ssl  /usr/libexec/xdg-desktop-portal
 399698  214763 Sl   /usr/libexec/goa-identity-service
 399708  214763 Ssl  /usr/libexec/evolution-calendar-factory
 399731  214763 Ssl  /usr/libexec/xdg-desktop-portal-gnome
 399741  214763 Ssl  /usr/libexec/gvfs-udisks2-volume-monitor
 399758  214763 Sl   /usr/libexec/gsd-printer
 399779  214763 Ssl  /usr/libexec/evolution-addressbook-factory
 399789  214763 Ssl  /usr/libexec/gvfs-mtp-volume-monitor
 399802  214763 Ssl  /usr/libexec/gvfs-gphoto2-volume-monitor
 399810  214763 Ssl  /usr/libexec/gvfs-goa-volume-monitor
 399818  214763 Ssl  /usr/libexec/gvfs-afc-volume-monitor
 399833  399453 Sl   /usr/libexec/ibus-engine-simple
 399932  214763 Ssl  /usr/libexec/gvfsd-metadata
 399941  214763 Ssl  /usr/libexec/dconf-service
 400127  399257 Sl   /usr/libexec/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
 400336  214763 Ssl  /usr/libexec/xdg-desktop-portal-gtk
 400344  399258 Sl   /snap/snapd-desktop-integration/387/usr/bin/snapd-desktop-integration
 400492       2 I    [kworker/22:3-mm_percpu_wq]
 400501       2 I    [kworker/3:2-events]
 400502  399298 Sl   gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
 401705  399298 S    /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.DCU0Q3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
 401706       2 S    [nvidia-drm/timeline-ad]
 401711  214763 Ssl  /usr/libexec/gsd-xsettings
 401718  399298 Sl   /usr/libexec/mutter-x11-frames
 401735  214763 Sl   /usr/libexec/ibus-x11
 401739  214763 Sl   /usr/bin/ptyxis --gapplication-service
 401792  401739 Ssl  /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
 402096  214763 S    catatonit -P
 402134       2 S    [nvidia-drm/timeline-b4]
 402137       2 S    [nvidia-drm/timeline-b5]
 402140       2 S    [nvidia-drm/timeline-b6]
 402148  401792 Ss+  /usr/bin/bash
 406344       2 S    [psimon]
 408166       2 I    [kworker/6:1-events]
 408181  214763 SLsl /usr/libexec/gnome-remote-desktop-daemon
 408189       2 S    [nvidia-drm/timeline-cc]
 408191       2 S    [vidmem lazy free]
 408192       2 S    [UVM GPU1 BH]
 408193       2 S    [UVM GPU1 KC]
 409289  214763 SLsl /snap/code/247/usr/share/code/code --no-sandbox --force-user-env --ozone-platform=x11
 409291  409289 S    /snap/code/247/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
 409292  409289 S    /snap/code/247/usr/share/code/code --type=zygote --no-sandbox
 409306  214763 Sl   /snap/code/247/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/bogdan/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=fa5787aa-404a-457b-972b-7b13797fe482&iid=fa5787aa-404a-457b-972b-7b13797fe482&sid=fa5787aa-404a-457b-972b-7b13797fe482 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.124.0 --annotation=lsb-release=Ubuntu 26.04 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=42.2.0 --initial-client-fd=48 --shared-client-connection
 409318  409289 Sl   /snap/code/247/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --ozone-platform=x11 --crashpad-handler-pid=409306 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,7587741881210181304,13370999577493097362,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,6888753393105082782,7567472931117972686,4 --trace-process-track-uuid=3190708988185955192
 409322  409289 Sl   /snap/code/247/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=409306 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7587741881210181304,13370999577493097362,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,6888753393105082782,7567472931117972686,4 --trace-process-track-uuid=3190708989122997041
 409374  409292 Sl   /snap/code/247/usr/share/code/code --type=renderer --crashpad-handler-pid=409306 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/247/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1781455994278762 --launch-time-ticks=768590722305 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7587741881210181304,13370999577493097362,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,6888753393105082782,7567472931117972686,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:d50675de-d301-43e4-b847-afac41460975
 409385       2 S    [nvidia-drm/timeline-e9]
 409535  409289 Sl   /snap/code/247/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=409306 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7587741881210181304,13370999577493097362,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,6888753393105082782,7567472931117972686,4 --trace-process-track-uuid=3190708992871164437
