    PID    PPID STAT CMD
     95       2 S    [cpuhp/21]
     96       2 S    [idle_inject/21]
     97       2 S    [migration/21]
     98       2 S    [ksoftirqd/21]
    100       2 I<   [kworker/21:0H-kblockd]
    101       2 S    [cpuhp/22]
    102       2 S    [idle_inject/22]
    103       2 S    [migration/22]
    104       2 S    [ksoftirqd/22]
    106       2 I<   [kworker/22:0H-kblockd]
    107       2 S    [cpuhp/23]
    108       2 S    [idle_inject/23]
    109       2 S    [migration/23]
    110       2 S    [ksoftirqd/23]
    112       2 I<   [kworker/23:0H-kblockd]
    113       2 S    [cpuhp/1]
    114       2 S    [idle_inject/1]
    115       2 S    [migration/1]
    116       2 S    [ksoftirqd/1]
    118       2 I<   [kworker/1:0H-kblockd]
    119       2 S    [cpuhp/3]
    120       2 S    [idle_inject/3]
    121       2 S    [migration/3]
    122       2 S    [ksoftirqd/3]
    124       2 I<   [kworker/3:0H-kblockd]
    125       2 S    [cpuhp/5]
    126       2 S    [idle_inject/5]
    127       2 S    [migration/5]
    128       2 S    [ksoftirqd/5]
    130       2 I<   [kworker/5:0H-kblockd]
    131       2 S    [cpuhp/7]
    132       2 S    [idle_inject/7]
    133       2 S    [migration/7]
    134       2 S    [ksoftirqd/7]
    136       2 I<   [kworker/7:0H-kblockd]
    137       2 S    [cpuhp/9]
    138       2 S    [idle_inject/9]
    139       2 S    [migration/9]
    140       2 S    [ksoftirqd/9]
    142       2 I<   [kworker/9:0H-kblockd]
    143       2 S    [cpuhp/11]
    144       2 S    [idle_inject/11]
    145       2 S    [migration/11]
    146       2 S    [ksoftirqd/11]
    148       2 I<   [kworker/11:0H-kblockd]
    149       2 S    [cpuhp/13]
    150       2 S    [idle_inject/13]
    151       2 S    [migration/13]
    152       2 S    [ksoftirqd/13]
    154       2 I<   [kworker/13:0H-kblockd]
    155       2 S    [cpuhp/15]
    156       2 S    [idle_inject/15]
    157       2 S    [migration/15]
    158       2 S    [ksoftirqd/15]
    160       2 I<   [kworker/15:0H]
    161       2 S    [kdevtmpfs]
    162       2 I<   [kworker/R-inet_frag_wq]
    163       2 I    [rcu_tasks_kthread]
    164       2 I    [rcu_tasks_rude_kthread]
    165       2 S    [kauditd]
    166       2 S    [khungtaskd]
    167       2 S    [oom_reaper]
    170       2 I<   [kworker/R-writeback]
    171       2 S    [kcompactd0]
    172       2 SN   [ksmd]
    173       2 SN   [khugepaged]
    174       2 I<   [kworker/R-kblockd]
    175       2 I<   [kworker/R-blkcg_punt_bio]
    176       2 I<   [kworker/R-kintegrityd]
    177       2 S    [irq/9-acpi]
    179       2 I    [kworker/1:1-events]
    181       2 I<   [kworker/R-tpm_dev_wq]
    182       2 I<   [kworker/R-ata_sff]
    183       2 I<   [kworker/R-md_bitmap]
    184       2 I<   [kworker/R-md_llbitmap_io]
    185       2 I<   [kworker/R-md_llbitmap_unplug]
    186       2 I<   [kworker/R-md]
    187       2 I<   [kworker/R-edac-poller]
    188       2 I<   [kworker/R-devfreq_wq]
    189       2 S    [watchdogd]
    190       2 I<   [kworker/R-quota_events_unbound]
    191       2 I    [kworker/7:1-events]
    192       2 S    [kswapd0]
    193       2 S    [ecryptfs-kthread]
    194       2 I<   [kworker/R-kthrotld]
    195       2 S    [irq/120-aerdrv]
    196       2 S    [irq/121-aerdrv]
    197       2 S    [irq/122-pciehp]
    198       2 S    [irq/123-aerdrv]
    199       2 I<   [kworker/R-acpi_thermal_pm]
    201       2 S    [hwrng]
    202       2 I<   [kworker/R-hfi-updates]
    203       2 I<   [kworker/R-mld]
    204       2 I<   [kworker/R-ipv6_addrconf]
    205       2 I<   [kworker/R-kstrp]
    210       2 I    [kworker/21:1-events]
    211       2 I    [kworker/3:1-events]
    221       2 I    [kworker/15:1-events]
    225       2 I<   [kworker/u97:0]
    236       2 I<   [kworker/R-charger_manager]
    550       2 I<   [kworker/R-nvme-wq]
    551       2 I<   [kworker/R-nvme-reset-wq]
    552       2 I<   [kworker/R-nvme-delete-wq]
    553       2 I<   [kworker/R-nvme-auth-wq]
    554       2 S    [scsi_eh_0]
    555       2 I<   [kworker/R-scsi_tmf_0]
    556       2 S    [scsi_eh_1]
    557       2 I<   [kworker/R-scsi_tmf_1]
    558       2 S    [scsi_eh_2]
    559       2 I<   [kworker/R-scsi_tmf_2]
    560       2 S    [scsi_eh_3]
    561       2 I<   [kworker/R-scsi_tmf_3]
    562       2 S    [scsi_eh_4]
    563       2 I<   [kworker/R-scsi_tmf_4]
    564       2 S    [scsi_eh_5]
    565       2 I<   [kworker/R-scsi_tmf_5]
    566       2 S    [scsi_eh_6]
    567       2 I<   [kworker/R-scsi_tmf_6]
    568       2 S    [scsi_eh_7]
    569       2 I<   [kworker/R-scsi_tmf_7]
    595       2 I<   [kworker/12:1H-kblockd]
    596       2 I<   [kworker/2:1H-kblockd]
    597       2 I<   [kworker/4:1H-kblockd]
    623       2 I<   [kworker/R-xfsalloc]
    624       2 I<   [kworker/R-xfs_mru_cache]
    625       2 I<   [kworker/R-xfs-buf/sda2]
    626       2 I<   [kworker/R-xfs-conv/sda2]
    627       2 I<   [kworker/R-xfs-reclaim/sda2]
    628       2 I<   [kworker/R-xfs-blockgc/sda2]
    629       2 I<   [kworker/R-xfs-inodegc/sda2]
    630       2 I<   [kworker/R-xfs-log/sda2]
    631       2 I<   [kworker/R-xfs-cil/sda2]
    632       2 S    [xfsaild/sda2]
    633       2 I<   [kworker/17:1H-kblockd]
    634       2 I<   [kworker/9:1H-xfs-log/sda2]
    837       2 I<   [kworker/20:1H-kblockd]
    855       1 S<s  /usr/lib/systemd/systemd-journald
    891       2 I<   [kworker/21:1H-kblockd]
    895       2 I<   [kworker/10:1H-kblockd]
    898       2 I<   [kworker/6:1H-kblockd]
    900       2 I<   [kworker/14:1H-kblockd]
    903       2 I<   [kworker/16:1H-kblockd]
    906       1 Ss   /usr/lib/systemd/systemd-oomd
    907       1 Ss   /usr/lib/systemd/systemd-resolved
    913       1 Ss   /usr/lib/systemd/systemd-udevd
    915       2 S    [psimon]
    983       2 I<   [kworker/0:1H-kblockd]
    984       2 I<   [kworker/19:1H-kblockd]
    986       2 S    [irq/135-mei_me]
    995       2 I<   [kworker/23:1H-kblockd]
   1218       2 S    [nv_queue]
   1219       2 S    [nv_mem_pool_scrubber_queue]
   1220       2 S    [nv_mem_pool_scrubber_queue]
   1221       2 S    [nv_mem_pool_scrubber_queue]
   1222       2 S    [nv_queue]
   1223       2 S    [nv_open_q]
   1478       2 I<   [kworker/R-ttm]
   1479       2 S    [card1-crtc0]
   1480       2 S    [card1-crtc1]
   1481       2 S    [card1-crtc2]
   1482       2 S    [card1-crtc3]
   1483       2 S    [nvidia-modeset/kthread_q]
   1484       2 S    [nvidia-modeset/deferred_close_kthread_q]
   1486       2 S    [irq/138-nvidia]
   1487       2 S    [nvidia]
   1488       2 S    [nv_queue]
   1497       2 I    [kworker/15:2-events]
   1672       2 I<   [kworker/8:1H-kblockd]
   1678       2 I<   [kworker/15:1H-kblockd]
   1696       2 I<   [kworker/3:1H-kblockd]
   1764       2 I<   [kworker/11:1H-kblockd]
   1788       2 I<   [kworker/22:1H-kblockd]
   1801       2 I<   [kworker/13:1H-kblockd]
   1872       2 I<   [kworker/1:1H-kblockd]
   1875       2 I<   [kworker/18:1H-kblockd]
   1881       2 I<   [kworker/7:1H-kblockd]
   1956       2 S    [UVM global queue]
   1958       2 S    [UVM deferred release queue]
   1959       2 S    [UVM Tools Event Queue]
   6835       1 Ss   avahi-daemon: running [lhpc.local]
   6836       1 Ss   /bin/sh /usr/lib/systemd/scripts/chronyd-starter.sh -n -F 1
   6837       1 Ss   @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
   6844       1 Ss   /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
   6848       1 Ssl  /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
   6852       1 Ssl  /snap/snapd/current/usr/lib/snapd/snapd
   6855       1 Ss   /usr/bin/nvidia-persistenced --user nvidia-persistenced --no-persistence-mode --verbose
   6856       1 Ssl  /usr/libexec/accounts-daemon
   6859       1 Ss   /usr/sbin/cron -f -P
   6862       1 Ssl  /usr/libexec/switcheroo-control
   6870       1 Ss   /usr/lib/systemd/systemd-logind
   6872       1 Ssl  /usr/sbin/thermald --systemd --dbus-enable --adaptive
   6873       1 Ssl  /usr/libexec/udisks2/udisksd
   6886    6835 S    avahi-daemon: chroot helper
   6904    6836 S    /usr/sbin/chronyd -n -F 1
   6978    6904 S    /usr/sbin/chronyd -n -F 1
   7005       1 Ssl  /usr/sbin/rsyslogd -n -iNONE
   7011       1 Ssl  /usr/sbin/NetworkManager --no-daemon
   7029       1 Ss   /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
   7045       1 Ssl  /usr/sbin/ModemManager
   7132       1 Ss   /usr/sbin/cupsd -l
   7136       1 Ssl  /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
   7270       2 I<   [kworker/5:1H-kblockd]
   7648       1 Ssl  /usr/sbin/cups-browsed
   7745       1 Ssl  /usr/sbin/gdm3
   7903       1 SNsl /usr/libexec/rtkit-daemon
   8095       1 Ssl  /usr/libexec/colord
   8145       1 Ssl  /usr/libexec/upowerd
   9651       1 Ssl  /usr/libexec/power-profiles-daemon
   9681       2 I    [kworker/13:2-events]
   9686    7132 S    /usr/lib/cups/notifier/dbus dbus://
  13535       1 Ss   /usr/sbin/uuidd --socket-activation --cont-clock
  18603       1 Ssl  /usr/libexec/gnome-remote-desktop-daemon --system
  20871    7745 Sl   gdm-session-worker [pam/gdm-launch-environment]
  21011       2 I    [kworker/13:0-events]
  21136       1 Ss   /usr/lib/systemd/systemd --user
  21200   21136 S    (sd-pam)
  21267       2 I    [kworker/5:2-events]
  21383   21136 Ss   /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
  21386   21136 S<sl /usr/bin/pipewire
  21389   20871 Ssl+ /usr/libexec/gdm-wayland-session gnome-session
  21401   21389 Sl+  /usr/libexec/gnome-session-init-worker gnome-login
  21402   21136 Ss   /usr/bin/mpris-proxy
  21404   21136 S<sl /usr/bin/wireplumber
  21406   21136 Ssl  /usr/bin/pipewire -c filter-chain.conf
  21407   21136 S<sl /usr/bin/pipewire-pulse
  21452   21136 Ssl  /usr/libexec/gcr-ssh-agent --base-dir /run/user/60580/gcr
  21453   21136 Ssl  /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/60580/keyring
  21455   21136 Ssl  /usr/libexec/gnome-session-ctl --monitor
  21456   21136 Ss   /usr/bin/ssh-agent -D
  21488   21136 Ssl  /usr/libexec/xdg-document-portal
  21497   21136 Ssl  /usr/libexec/xdg-permission-store
  21508   21488 Ss   fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/60580/doc
  21541   21136 Ssl  /usr/libexec/gnome-session-service --session=gnome-login
  21555   21136 Ssl  /usr/bin/gnome-shell --mode=gdm
  21589       2 S    [nvidia-drm/timeline-92]
  21613   21136 Ssl  /usr/libexec/at-spi-bus-launcher
  21620   21613 S    /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/60580/at-spi/bus
  21622   21136 Sl   /usr/libexec/at-spi2-registryd --use-gnome-session
  21648   21136 Sl   /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
  21661   21136 Ssl  /usr/bin/ibus-daemon --panel disable
  21663   21136 Ssl  /usr/libexec/gsd-a11y-settings
  21664   21136 Ssl  /usr/libexec/gsd-keyboard
  21666   21136 Ssl  /usr/libexec/gsd-media-keys
  21667   21136 Ssl  /usr/libexec/gsd-power
  21674   21136 Ssl  /usr/libexec/gsd-rfkill
  21675   21136 Ssl  /usr/libexec/gsd-sharing
  21679   21136 Ssl  /usr/libexec/gsd-smartcard
  21681   21136 Ssl  /usr/libexec/gsd-usb-protection
  21722   21136 Sl   /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
  22737   21661 Sl   /usr/libexec/ibus-dconf
  22740   21136 Sl   /usr/libexec/ibus-portal
  22741   21136 Ssl  /usr/libexec/xdg-desktop-portal
  22759   21136 Ssl  /usr/libexec/xdg-desktop-portal-gnome
  22763   21661 Sl   /usr/libexec/ibus-engine-simple
  23034   21136 Ssl  /usr/libexec/xdg-desktop-portal-gtk
  23920       2 S    [vidmem lazy free]
  23930       2 S    [UVM GPU1 BH]
  23931       2 S    [UVM GPU1 KC]
  25245    7745 Sl   gdm-session-worker [pam/gdm-password]
  25610       1 Ss   /usr/lib/systemd/systemd --user
  25612   25610 S    (sd-pam)
  25632   25610 Ss   /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
  25633   25610 Ssl  /usr/bin/pipewire
  25638   25610 SLsl /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
  25640   25610 Ss   /usr/bin/mpris-proxy
  25648   25610 Ssl  /usr/bin/wireplumber
  25652   25610 Ssl  /usr/bin/pipewire -c filter-chain.conf
  25657   25610 Ssl  /usr/bin/pipewire-pulse
  25720   25245 Ssl  /usr/libexec/gdm-wayland-session /usr/bin/gnome-session --session=ubuntu
  25756   25720 Sl   /usr/libexec/gnome-session-init-worker ubuntu
  25873   25610 Ssl  /usr/libexec/xdg-document-portal
  25890   25610 Ssl  /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
  25891   25610 Ssl  /usr/libexec/gnome-session-ctl --monitor
  25892   25610 Ss   /usr/bin/ssh-agent -D
  25896   25610 Ssl  /usr/libexec/xdg-permission-store
  25907   25610 Ssl  /usr/libexec/gvfsd
  25914   25873 Ss   fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
  25925   25610 Sl   /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
  25927   25610 Ssl  /usr/libexec/gnome-session-service --session=ubuntu
  25967   25610 SLsl /usr/bin/gnome-shell --mode=ubuntu
  26123       2 S    [nvidia-drm/timeline-9d]
  26156   25610 Ssl  /usr/libexec/at-spi-bus-launcher
  26182   26156 S    /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
  26184   25610 Sl   /usr/libexec/at-spi2-registryd --use-gnome-session
  26203   25610 Sl   /usr/libexec/gnome-shell-calendar-server
  26211   25610 Ssl  /usr/libexec/evolution-source-registry
  26228   25610 Sl   /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
  26241   25610 Ssl  /usr/bin/ibus-daemon --panel disable
  26243   25610 Ssl  /usr/libexec/gsd-a11y-settings
  26244   25610 Ssl  /usr/libexec/gsd-color
  26245   25610 Ssl  /usr/libexec/gsd-datetime
  26254   25610 Ssl  /usr/libexec/gsd-housekeeping
  26255   25610 Ssl  /usr/libexec/gsd-keyboard
  26256   25610 Ssl  /usr/libexec/gsd-media-keys
  26257   25610 Ssl  /usr/libexec/gsd-power
  26259   25610 Ssl  /usr/libexec/gsd-print-notifications
  26260   25610 Ssl  /usr/libexec/gsd-rfkill
  26261   25610 Ssl  /usr/libexec/gsd-screensaver-proxy
  26265   25610 Ssl  /usr/libexec/gsd-sharing
  26271   25610 Ssl  /usr/libexec/gsd-smartcard
  26276   25610 Ssl  /usr/libexec/gsd-sound
  26280   25610 Ssl  /usr/libexec/gsd-usb-protection
  26285   25610 Ssl  /usr/libexec/gsd-wwan
  26288   25610 Sl   /usr/libexec/gsd-disk-utility-notify
  26299   25610 Sl   /usr/libexec/evolution-data-server/evolution-alarm-notify
  26310   25610 Ssl  /usr/libexec/gvfs-udisks2-volume-monitor
  26344   25610 Sl   /usr/bin/update-notifier
  26391   25610 Sl   /usr/libexec/goa-daemon
  26406   26241 Sl   /usr/libexec/ibus-dconf
  26409   26241 Sl   /usr/libexec/ibus-extension-gtk3
  26414   25610 Sl   /usr/libexec/ibus-portal
  26430   25610 Sl   /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
  26480   25610 Sl   /usr/libexec/goa-identity-service
  26496   25610 RLsl /usr/libexec/gnome-remote-desktop-daemon --handover
  26497   25610 SNsl /usr/libexec/localsearch-3
  26499   25610 Ssl  /usr/libexec/xdg-desktop-portal
  26500   25610 Ssl  /usr/libexec/evolution-calendar-factory
  26501   25610 Ssl  /usr/libexec/gvfs-mtp-volume-monitor
  26521   25610 Ssl  /usr/libexec/xdg-desktop-portal-gnome
  26525   25610 Ssl  /usr/libexec/gvfs-gphoto2-volume-monitor
  26535   25610 Sl   /usr/libexec/gsd-printer
  26550   25610 Ssl  /usr/libexec/gvfs-goa-volume-monitor
  26554   25610 Ssl  /usr/libexec/evolution-addressbook-factory
  26566   25610 Ssl  /usr/libexec/gvfs-afc-volume-monitor
  26604   26241 Sl   /usr/libexec/ibus-engine-simple
  26631   25610 Ssl  /usr/libexec/dconf-service
  26637   25610 Ssl  /usr/libexec/gvfsd-metadata
  26638   25907 Sl   /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
  26663       2 S    [nvidia-drm/timeline-a2]
  26727   25610 Ssl  /usr/libexec/xdg-desktop-portal-gtk
  27401   25610 Ss   /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
  27476   27401 Sl   /snap/snapd-desktop-integration/361/usr/bin/snapd-desktop-integration
  28313   25967 Sl   /opt/google/chrome/chrome
  28318   28313 S    cat
  28319   28313 S    cat
  28321   25610 Sl   /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/bogdan/.config/google-chrome/Crash Reports --metrics-dir=/home/bogdan/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 26.04 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=149.0.7827.53 --initial-client-fd=5 --shared-client-connection
  28323   25610 Sl   /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/bogdan/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 26.04 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=149.0.7827.53 --initial-client-fd=4 --shared-client-connection
  28331   28313 S    /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable
  28332   28313 S    /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable
  28334   28332 S    /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable
  28363   28331 Sl   /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,3459959873334227958,9873051362102940483,262144 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190708988185955192
  28365   28313 Sl   /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4553646196379860962,7262622270766483779,524288 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190708989122997041
  28366   25967 S    /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.BPVSQ3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
  28379   28334 Sl   /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,59000407610465220,428876383489442016,524288 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190708990060038890
  28407       2 S    [nvidia-drm/timeline-a3]
  28502   25610 Ssl  /usr/libexec/gsd-xsettings
  28510   25967 Sl   /usr/libexec/mutter-x11-frames
  28523   25610 Sl   /usr/libexec/ibus-x11
  28533       2 S    [nvidia-drm/timeline-a4]
  28558       2 S    [nvidia-drm/timeline-a5]
  28561       2 S    [nvidia-drm/timeline-a6]
  28564       2 S    [nvidia-drm/timeline-a7]
  28892   28313 Sl   /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9163316028977100857,10388462646794931817,524288 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190708999430457380
  28938   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=475140286 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11335096437813213891,7596050666885265894,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709003178624776
  29039   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=543778181 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,495600915065603174,8981129619978507797,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709008800875870
